repo,dependencyFile,url
toddmotto/public-apis,https://github.com/toddmotto/public-apis,https://github.com/toddmotto/public-apis/blob/9eaf189595e32f3e435024422511e19575f61e30/build/requirements.txt
tensorflow/models,https://github.com/tensorflow/models,https://github.com/tensorflow/models/blob/f87a58cd96d45de73c9a8330a06b2ab56749a7fa/research/cognitive_mapping_and_planning/requirements.txt
tensorflow/models,https://github.com/tensorflow/models,https://github.com/tensorflow/models/blob/2eeb85feb7f915b175f677f630abbfdfec5749f2/official/requirements.txt
nvbn/thefuck,https://github.com/nvbn/thefuck,https://github.com/nvbn/thefuck/blob/216d82b4648c6716bc00e9ae7c3e5583ca74763b/requirements.txt
jakubroztocil/httpie,https://github.com/jakubroztocil/httpie,https://github.com/jakubroztocil/httpie/blob/497a91711af7c97dcb70fe113a11cd90a7e070fd/requirements-dev.txt
django/django,https://github.com/django/django,https://github.com/django/django/blob/3c447b108ac70757001171f7a4791f493880bf5b/tests/admin_scripts/custom_templates/project_template/additional_dir/requirements.txt
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning/blob/d702b4115c1f765c50a85b457eec00f0ba56a115/scripts/requirements.txt
ansible/ansible,https://github.com/ansible/ansible,https://github.com/ansible/ansible/blob/a255cfd22a33648dc9b84dac67c2a648dfa9b748/test/integration/targets/fortios_ipv4_policy/files/requirements.txt
ansible/ansible,https://github.com/ansible/ansible,https://github.com/ansible/ansible/blob/e238ae999b90b771f662ac15e6cceff8aa0b721f/requirements.txt
ansible/ansible,https://github.com/ansible/ansible,https://github.com/ansible/ansible/blob/03d3c6135d96c6d000d4b6b9d3e1fcfdbce1848a/test/integration/targets/fortios_address/files/requirements.txt
ansible/ansible,https://github.com/ansible/ansible,https://github.com/ansible/ansible/blob/2e28173d49f161862deb500de2c1811245a9be24/docsite_requirements.txt
ansible/ansible,https://github.com/ansible/ansible,https://github.com/ansible/ansible/blob/57f8b791d672ec520036973db235071656f45077/docs/api/docs-requirements.txt
ansible/ansible,https://github.com/ansible/ansible,https://github.com/ansible/ansible/blob/980cdbe67931b30ab094a690bd2a42d945b0b27e/packaging/requirements/requirements-azure.txt
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn/blob/fe6e562c777179f60e43cca40d86203bf2276178/build_tools/appveyor/requirements.txt
scrapy/scrapy,https://github.com/scrapy/scrapy,https://github.com/scrapy/scrapy/blob/58a18e30079575fbb749e339cf0dfee7beab7f2f/tests/requirements.txt
scrapy/scrapy,https://github.com/scrapy/scrapy,https://github.com/scrapy/scrapy/blob/8d2240d066d966a761b3cf40456a8442b75a3dff/requirements.txt
scrapy/scrapy,https://github.com/scrapy/scrapy,https://github.com/scrapy/scrapy/blob/f8c688e6f4704437085c706ae471c81a6dbaff4d/docs/requirements.txt
scrapy/scrapy,https://github.com/scrapy/scrapy,https://github.com/scrapy/scrapy/blob/58a18e30079575fbb749e339cf0dfee7beab7f2f/tests/requirements-py3.txt
scrapy/scrapy,https://github.com/scrapy/scrapy,https://github.com/scrapy/scrapy/blob/9be8f02de8b52b67c298e2f4cbb2a1f53fc9e93e/requirements-py3.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/b1826d657ffc7c278041cc0c8e14dc2ba23f95e3/acme/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/b1826d657ffc7c278041cc0c8e14dc2ba23f95e3/certbot-apache/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/b1826d657ffc7c278041cc0c8e14dc2ba23f95e3/certbot-compatibility-test/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/b1826d657ffc7c278041cc0c8e14dc2ba23f95e3/certbot-nginx/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/b1826d657ffc7c278041cc0c8e14dc2ba23f95e3/letshelp-certbot/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/b1826d657ffc7c278041cc0c8e14dc2ba23f95e3/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/be7e99a46193e2b9305fe0f679b4edd178954d6b/letsencrypt-auto-source/pieces/letsencrypt-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-cloudflare/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-cloudxns/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-digitalocean/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-dnsimple/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-dnsmadeeasy/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-google/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-luadns/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-nsone/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/cc344bfd1e080ad8ae253e0b1073a5ba7879583d/certbot-dns-rfc2136/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-cloudflare/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-cloudxns/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-digitalocean/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-dnsimple/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-dnsmadeeasy/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-google/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-luadns/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-nsone/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-rfc2136/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/2e6d65d9ecb5f2416413597d74c3599b470a5bd4/certbot-dns-route53/readthedocs.org.requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/7630550ac47f2191069bd7482d0c0473be8b4551/certbot-nginx/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/7630550ac47f2191069bd7482d0c0473be8b4551/local-oldest-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/03b20d972c493fbae1375bb9f3a47b2f20cce781/letsencrypt-auto-source/pieces/certbot-requirements.txt
certbot/certbot,https://github.com/certbot/certbot,https://github.com/certbot/certbot/blob/9bd5b3dda2ca606614892cb178feeab8efe9a1f9/certbot-apache/local-oldest-requirements.txt
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap/blob/85ee2418b43c9d85fdf57d0de549fa1bfd47f840/requirements.txt
getsentry/sentry,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/blob/6f0531a9d34434a6b7f2efe31ca3cf809abe78b1/examples/oauth2_consumer_webserver/requirements.txt
getsentry/sentry,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/blob/bfc711ed2579d8588f99170c75d974af3d4c8e96/doc-requirements.txt
getsentry/sentry,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/blob/31fa276c2616d7ec3f7ff6bddd7a5d63ffce4b11/requirements-dev.txt
getsentry/sentry,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/blob/19952755fb4ec112cdfde213ed3fb723c9080f05/requirements-optional.txt
getsentry/sentry,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/blob/9a03fd5d6cdb34e7908b97877137e70f2ebd2284/requirements-test.txt
getsentry/sentry,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/blob/fbd43690bc28eb85de21db13ba302564c28bbbc1/requirements-base.txt
Valloric/YouCompleteMe,https://github.com/Valloric/YouCompleteMe,https://github.com/Valloric/YouCompleteMe/blob/2dcb3e91adf6b6df452abd7e644649c376759427/python/test_requirements.txt
tornadoweb/tornado,https://github.com/tornadoweb/tornado,https://github.com/tornadoweb/tornado/blob/4ecc31a57c097d8cdf54c6a7b33995fb0e3480e7/docs/requirements.txt
tornadoweb/tornado,https://github.com/tornadoweb/tornado,https://github.com/tornadoweb/tornado/blob/8cb645b8fbf28e2a38fd6000475ef62d07a6844f/maint/requirements.txt
tornadoweb/tornado,https://github.com/tornadoweb/tornado,https://github.com/tornadoweb/tornado/blob/81eb9f75238c1e3442f1687d0ca1030c5ba3f177/demos/blog/requirements.txt
home-assistant/home-assistant,https://github.com/home-assistant/home-assistant,https://github.com/home-assistant/home-assistant/blob/3ec56d55c5f56a857f387047a38de31e9988288d/requirements_test.txt
home-assistant/home-assistant,https://github.com/home-assistant/home-assistant,https://github.com/home-assistant/home-assistant/blob/70edb2492ac9ac5de34c05e04ed5b684926e7cd1/requirements_test_all.txt
home-assistant/home-assistant,https://github.com/home-assistant/home-assistant,https://github.com/home-assistant/home-assistant/blob/5aaf81f2c990e8b74948e348458b5f71f3189403/requirements_docs.txt
home-assistant/home-assistant,https://github.com/home-assistant/home-assistant,https://github.com/home-assistant/home-assistant/blob/6d26915c69071b70b0428d6cb034e8ba579c6995/requirements_all.txt
pandas-dev/pandas,https://github.com/pandas-dev/pandas,https://github.com/pandas-dev/pandas/blob/a80c7839c7389483d8c9a29d75bb07195d0651dc/ci/requirements-optional-conda.txt
pandas-dev/pandas,https://github.com/pandas-dev/pandas,https://github.com/pandas-dev/pandas/blob/a80c7839c7389483d8c9a29d75bb07195d0651dc/ci/requirements-optional-pip.txt
pandas-dev/pandas,https://github.com/pandas-dev/pandas,https://github.com/pandas-dev/pandas/blob/8756f55234e4fa00a116cb105d36861f1bc6100b/ci/requirements_dev.txt
facebookresearch/Detectron,https://github.com/facebookresearch/Detectron,https://github.com/facebookresearch/Detectron/blob/d56e267efc92b65b8d899f1b89a7ed2bca3e5f44/requirements.txt
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition/blob/a18771cc315bbb8d354b741ed88892269bece39c/requirements.txt
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition/blob/961e2c61fad7d819d3753d8bb94d6d8228b71abb/requirements_dev.txt
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition/blob/d88f14c55ce719cfca0f7dc950f97f814ecff410/requirements_docs.txt
wangshub/wechat_jump_game,https://github.com/wangshub/wechat_jump_game,https://github.com/wangshub/wechat_jump_game/blob/98834d9b04e542a2f161ccf774a54e9af3fce0f6/jump_bot/requirements.txt
wangshub/wechat_jump_game,https://github.com/wangshub/wechat_jump_game,https://github.com/wangshub/wechat_jump_game/blob/f39aaabfd1808653149ea4b4fa4741f74a133941/requirements.txt
donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges/blob/70414a61162125c54ebc4d472c63bc92f34fec12/requirements.txt
docker/compose,https://github.com/docker/compose,https://github.com/docker/compose/blob/9f42fac2bba8034bcf55b1c6e5402faa0a3ea583/requirements.txt
docker/compose,https://github.com/docker/compose,https://github.com/docker/compose/blob/4b6bfa47fc39881beeb530d1779eb530029c991d/requirements-build.txt
docker/compose,https://github.com/docker/compose,https://github.com/docker/compose/blob/4b6bfa47fc39881beeb530d1779eb530029c991d/requirements-dev.txt
ipython/ipython,https://github.com/ipython/ipython,https://github.com/ipython/ipython/blob/b73e4183243078d644b909ba7981e14e39873a9b/docs/requirements.txt
openai/gym,https://github.com/openai/gym,https://github.com/openai/gym/blob/312c8b439c5d164c08e111c99ccd2ba8cf3a5857/requirements.txt
openai/gym,https://github.com/openai/gym,https://github.com/openai/gym/blob/6f4f5653de3cee3d92bcbaa08ebd3a102a864299/requirements_dev.txt
localstack/localstack,https://github.com/localstack/localstack,https://github.com/localstack/localstack/blob/f8ee4829bac1b1226e9214d28b44db3acbcb29a3/requirements.txt
HelloZeroNet/ZeroNet,https://github.com/HelloZeroNet/ZeroNet,https://github.com/HelloZeroNet/ZeroNet/blob/4c7013644f22b31ad6e7e387c306971008a8ef4d/requirements.txt
keon/algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms/blob/2b79795bc63779b61dfef3ee65a335227a1f3992/requirements.txt
keon/algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms/blob/4c93de3eedc0f9e175ec4730092afa686615e619/docs/requirements.txt
pypa/pipenv,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv/blob/3688148ac7cfecefb085c474b092c31d791952c1/tests/test_artifacts/requirements.txt
pypa/pipenv,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv/blob/5c630aacd714999d7b16f14c6e9c4b59c2c11c74/docs/requirements.txt
binux/pyspider,https://github.com/binux/pyspider,https://github.com/binux/pyspider/blob/ebb800cb89986403167bf92186081c4787fd5ce0/requirements.txt
