repo,dependencyFile,url,http://org.softlang.com/Folder,http://org.softlang.com/File,http://org.softlang.com/groupId,http://org.softlang.com/artifactId,http://org.softlang.com/relativePath,http://org.softlang.com/Pom,http://org.softlang.com/MavenDependency,http://org.softlang.com/Property,http://org.softlang.com/ParentBlock,http://org.softlang.com/ParentPom,http://org.softlang.com/resolvable,http://org.softlang.com/Module
liaohuqiu/android-Ultra-Pull-To-Refresh,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh/blob/46fdc861243a3d90dca1f5d31f3c82559ee9e4fa/pom.xml,57,144,15,15,NaN,5,10,8,5,NaN,50,2
hankcs/HanLP,https://github.com/hankcs/HanLP,https://github.com/hankcs/HanLP/blob/2a071ec36fc32112e03f5ea93009a4a39acd0573/pom.xml,181,621,1,1,NaN,1,NaN,NaN,1,NaN,4,2
eugenp/tutorials,https://github.com/eugenp/tutorials,https://github.com/eugenp/tutorials/blob/1609a9a5de267c69f26dc80027424a74d3e37fe6/java-ee-8-security-api/app-auth-form-store-ldap/pom.xml,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
chrisbanes/Android-PullToRefresh,https://github.com/chrisbanes/Android-PullToRefresh,https://github.com/chrisbanes/Android-PullToRefresh/blob/3bd8ef6869c3297bfe874d2f15c2ee53c3456e99/extras/PullToRefreshListFragment/pom.xml,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mybatis/mybatis-3,https://github.com/mybatis/mybatis-3,https://github.com/mybatis/mybatis-3/blob/67a1c4ea5726c605d297398a8ab9a42ab7d4ebf1/pom.xml,279,1697,2,2,NaN,1,1,6,1,NaN,14,3
eclipse-vertx/vert.x,https://github.com/eclipse-vertx/vert.x,https://github.com/eclipse-vertx/vert.x/blob/aaf9383a3cd3e3f7ca935f6a96969332f3939518/pom.xml,156,903,33,33,NaN,1,32,13,1,NaN,92,NaN
ctripcorp/apollo,https://github.com/ctripcorp/apollo,https://github.com/ctripcorp/apollo/blob/f73ded8cd654f05e95780fb03a52409ba295da5b/apollo-adminservice/pom.xml,451,1227,116,116,8,13,104,32,12,1,319,12
prestodb/presto,https://github.com/prestodb/presto,https://github.com/prestodb/presto/blob/c855d3d7a7fc32bd902ec6d7e7c2e4c5a8dde24b/presto-orc/pom.xml,1373,7002,1286,1286,NaN,59,1232,112,59,1,2901,58
brettwooldridge/HikariCP,https://github.com/brettwooldridge/HikariCP,https://github.com/brettwooldridge/HikariCP/blob/d0cb0f8dab5e3edaea7c4d3c5807f006d3695880/pom.xml,32,106,134,134,NaN,1,133,22,1,NaN,481,58
apache/hadoop,https://github.com/apache/hadoop,https://github.com/apache/hadoop/blob/31fa9bb799d299186bb90dd2200e3971995f398c/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-nativetask/pom.xml,3629,14204,1526,1526,56,116,1413,213,113,10,3701,158
perwendel/spark,https://github.com/perwendel/spark,https://github.com/perwendel/spark/blob/aaa9828e3850d7fe61a7856a255e335e4f985166/pom.xml,64,204,15,15,NaN,1,14,5,1,NaN,49,NaN
clojure/clojure,https://github.com/clojure/clojure,https://github.com/clojure/clojure/blob/db94999b543effe0be04ca4ed53d8e699674cfff/pom.xml,40,311,6,6,NaN,1,6,1,NaN,NaN,19,NaN
naver/pinpoint,https://github.com/naver/pinpoint,https://github.com/naver/pinpoint/blob/2cc86076ff58f2a2bb9273fb99c4fd3410e1e60e/quickstart/agent/pom.xml,2471,8445,816,816,59,87,734,104,82,2,2187,82
JakeWharton/ActionBarSherlock,https://github.com/JakeWharton/ActionBarSherlock,https://github.com/JakeWharton/ActionBarSherlock/blob/2c71339e756bcc0b1424c4525680549ba3a2dc97/actionbarsherlock-fest/pom.xml,209,868,42,42,9,10,32,13,10,2,130,9
google/guice,https://github.com/google/guice,https://github.com/google/guice/blob/35caaec1b4af0f20ab8b3fae8a1fc98afc0fd13e/extensions/mini/pom.xml,212,704,83,83,NaN,19,64,13,19,1,242,16
xetorthio/jedis,https://github.com/xetorthio/jedis,https://github.com/xetorthio/jedis/blob/d1fb17ce3021f8bac135aef3fd306d62c877c13c/pom.xml,22,191,9,9,NaN,1,8,13,1,NaN,43,4
code4craft/webmagic,https://github.com/code4craft/webmagic,https://github.com/code4craft/webmagic/blob/be892b80bf6682cd063d30ac25a79be0c079a901/pom.xml,146,284,52,52,NaN,7,45,14,7,NaN,148,4
junit-team/junit4,https://github.com/junit-team/junit4,https://github.com/junit-team/junit4/blob/78029cd90a5a7be76fc54aa725be94f87f35927e/pom.xml,114,562,5,5,NaN,1,5,6,NaN,NaN,21,NaN
apache/incubator-druid,https://github.com/apache/incubator-druid,https://github.com/apache/incubator-druid/blob/20ab213ba68e38cfe0807baed54dc8d5023575bb/benchmarks/pom.xml,1562,4494,559,559,41,56,504,27,55,1,1454,NaN
google/auto,https://github.com/google/auto,https://github.com/google/auto/blob/1339e4038c23b8d667316ac4f179a8dac35685e4/common/pom.xml,128,271,89,89,NaN,10,80,4,9,2,238,4
square/dagger,https://github.com/square/dagger,https://github.com/square/dagger/blob/572cdd2fe97fc3c148fb3d8e1b2ce7beb4dcbcde/compiler/pom.xml,187,210,91,91,2,31,84,2,7,2,260,4
rzwitserloot/lombok,https://github.com/rzwitserloot/lombok,https://github.com/rzwitserloot/lombok/blob/577ce94facde1092ab2eec9de12270183e8048bc/docker/maven/files/jdk-10/pom.xml,188,1402,3,3,NaN,3,3,6,NaN,NaN,15,NaN
dropwizard/dropwizard,https://github.com/dropwizard/dropwizard,https://github.com/dropwizard/dropwizard/blob/c5bdd2ff1ecd8944817ad93fb0d90c78dd670fa3/dropwizard-archetypes/java-simple/src/main/resources/archetype-resources/pom.xml,650,1251,415,415,NaN,37,380,48,35,1,1041,1
JeffLi1993/springboot-learning-example,https://github.com/JeffLi1993/springboot-learning-example,https://github.com/JeffLi1993/springboot-learning-example/blob/435b375e8a224d717fd3095851da3baaa659c54e/chapter-1-spring-boot-quickstart/pom.xml,499,301,171,171,4,35,137,52,34,NaN,466,26
oracle/graal,https://github.com/oracle/graal,https://github.com/oracle/graal/blob/76904d9edaf0df06d108031ef79951b6333707b3/substratevm/src/native-image-maven-plugin/pom_template.xml,2083,8662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
redisson/redisson,https://github.com/redisson/redisson,https://github.com/redisson/redisson/blob/48197a918c555218e4b84289c6c417fc54f458b7/redisson-spring-boot-starter/pom.xml,237,1170,106,106,13,14,93,6,13,3,323,13
google/tink,https://github.com/google/tink,https://github.com/google/tink/blob/6625fcf2cfc3f56fc8babbb0f0388a5983fab65c/examples/helloworld/java/pom.xml,207,1048,2,2,NaN,1,2,4,NaN,NaN,10,NaN
jhy/jsoup,https://github.com/jhy/jsoup,https://github.com/jhy/jsoup/blob/220b77140bce70dcf9c767f8f04758b09097db14/pom.xml,29,146,1,1,NaN,1,1,5,NaN,NaN,13,5
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,https://github.com/dbeaver/dbeaver/blob/72e50e523d5679a9ba4f45217c4c4a8beb459cd1/bundles/pom.xml,1054,4534,83,83,82,84,1,8,82,1,335,78
b3log/symphony,https://github.com/b3log/symphony,https://github.com/b3log/symphony/blob/ee68878598f33d2c475a38cd7557ae3a09a122f1/pom.xml,97,1628,20,20,NaN,1,20,22,NaN,NaN,82,NaN
facebook/buck,https://github.com/facebook/buck,https://github.com/facebook/buck/blob/a6c7d7391a7a8e575c6372cac6690a240b5907ea/test/com/facebook/buck/maven/testdata/poms/template-pom.xml,3962,13110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples/blob/19b4668abd690ce39678ca74f7edfffa8a993aab/dockercompose-springboot-mysql-nginx/app/pom.xml,393,286,141,141,16,28,113,53,28,1,370,2
lecho/hellocharts-android,https://github.com/lecho/hellocharts-android,https://github.com/lecho/hellocharts-android/blob/c41419c9afa097452dee823c7eba0e5136aa96bd/hellocharts-library/pom.xml,49,198,2,2,NaN,1,2,3,NaN,NaN,9,NaN
alibaba/canal,https://github.com/alibaba/canal,https://github.com/alibaba/canal/blob/9bde69b6d6f9b3997d14446f1581924365139c0d/common/pom.xml,417,565,195,195,17,24,171,7,24,2,537,23
dropwizard/metrics,https://github.com/dropwizard/metrics,https://github.com/dropwizard/metrics/blob/3748f09b249f47a24ef868595fed4556ec5e92b1/docs/pom.xml,308,369,173,173,NaN,25,148,50,25,NaN,513,17
square/javapoet,https://github.com/square/javapoet,https://github.com/square/javapoet/blob/dfb5bc6c4e0c33f0d40d02c9702089da8a848d2f/pom.xml,12,46,31,31,NaN,1,30,7,1,NaN,116,17
nhaarman/ListViewAnimations,https://github.com/nhaarman/ListViewAnimations,https://github.com/nhaarman/ListViewAnimations/blob/23617960178fb5af3099c07996569cc305a40945/pom.xml,84,190,62,62,1,5,57,7,5,1,188,17
OpenRefine/OpenRefine,https://github.com/OpenRefine/OpenRefine,https://github.com/OpenRefine/OpenRefine/blob/47323a9e750a3bc9d43af606006b5eb20ca397b8/extensions/database/pom.xml,359,1504,135,135,1,11,124,17,11,2,433,22
codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin/blob/5e9b1eb681539312155d56cff9ddec4e838d5a5b/spring-boot-admin-build/pom.xml,288,451,122,122,18,19,104,34,19,4,326,18
apache/rocketmq,https://github.com/apache/rocketmq,https://github.com/apache/rocketmq/blob/7cae583918be94f3a7a530feef6bd6fac4292e2d/pom.xml,407,943,87,87,NaN,16,72,43,15,NaN,233,10
neo4j/neo4j,https://github.com/neo4j/neo4j,https://github.com/neo4j/neo4j/blob/97a7aed10af8c0a0c70240a37fe2bed5b42856fa/community/cypher/cypher-logical-plans-3.5/pom.xml,2790,10073,1465,1465,86,99,1368,285,97,5,4103,101
xuxueli/xxl-job,https://github.com/xuxueli/xxl-job,https://github.com/xuxueli/xxl-job/blob/00f796118bb6cd2c455a3177718bdc3bfb7e05fd/pom.xml,198,344,53,53,NaN,8,46,28,7,2,185,7
pagehelper/Mybatis-PageHelper,https://github.com/pagehelper/Mybatis-PageHelper,https://github.com/pagehelper/Mybatis-PageHelper/blob/525394c61d91be4961db749719a9e898183e3c1d/pom.xml,58,177,6,6,NaN,1,6,1,NaN,NaN,19,NaN
sharding-sphere/sharding-sphere,https://github.com/sharding-sphere/sharding-sphere,https://github.com/sharding-sphere/sharding-sphere/blob/16948a2c6beb87752a39669ab6404bbb4d66ad1d/sharding-jdbc/sharding-jdbc-orchestration-spring/pom.xml,775,1756,109,109,NaN,21,89,1,20,5,263,13
springside/springside4,https://github.com/springside/springside4,https://github.com/springside/springside4/blob/cda225316162793bc9a299dbde94ba54762eb839/examples/boot-api/pom.xml,140,242,67,67,NaN,10,66,53,1,NaN,239,5
b3log/solo,https://github.com/b3log/solo,https://github.com/b3log/solo/blob/59688a911e4ec68182b2c7124af8a9dabcb8c9da/pom.xml,174,1902,21,21,NaN,1,21,25,NaN,NaN,88,NaN
emilsjolander/StickyListHeaders,https://github.com/emilsjolander/StickyListHeaders,https://github.com/emilsjolander/StickyListHeaders/blob/cec8d6a6ddfc29c530df5864794a5a0a2d2f3675/library/pom.xml,26,57,1,1,NaN,1,1,3,NaN,NaN,6,NaN
apache/storm,https://github.com/apache/storm,https://github.com/apache/storm/blob/94c6a644aeb27b6c689d7b9f68bd2e7adb5c8734/examples/storm-elasticsearch-examples/pom.xml,1300,2980,548,548,69,72,477,66,71,3,1525,12
stanfordnlp/CoreNLP,https://github.com/stanfordnlp/CoreNLP,https://github.com/stanfordnlp/CoreNLP/blob/eb43d5d9150de97f8061fa06b838f1d021586789/doc/lexparser/pom.xml,364,2656,35,35,NaN,3,35,6,NaN,NaN,111,NaN
swagger-api/swagger-core,https://github.com/swagger-api/swagger-core,https://github.com/swagger-api/swagger-core/blob/26d72bf5fd2d54e5e514ddcf3861d125d2f95b42/modules/swagger-hibernate-validations/pom.xml,325,903,125,125,9,10,115,40,10,1,380,7
medcl/elasticsearch-analysis-ik,https://github.com/medcl/elasticsearch-analysis-ik,https://github.com/medcl/elasticsearch-analysis-ik/blob/83fa2ff8b234984bca63397148feffa0bedd439c/pom.xml,22,44,28,28,NaN,1,27,25,1,NaN,115,7
google/j2objc,https://github.com/google/j2objc,https://github.com/google/j2objc/blob/b3ce6b70a1bce68b5cb574154b7144c3ef242e13/annotations/pom.xml,917,4075,16,16,NaN,2,15,NaN,1,NaN,47,NaN
apache/zookeeper,https://github.com/apache/zookeeper,https://github.com/apache/zookeeper/blob/e92fdfefb86df24d9ef6e68be827e21f55b1c971/pom.xml,300,1318,2,2,2,2,NaN,NaN,2,1,7,1
square/otto,https://github.com/square/otto,https://github.com/square/otto/blob/2a67589abd91879cf23a8c96542b59349485ec3d/otto-sample/pom.xml,31,62,9,9,3,3,6,NaN,3,1,23,1
MyCATApache/Mycat-Server,https://github.com/MyCATApache/Mycat-Server,https://github.com/MyCATApache/Mycat-Server/blob/d3012dc13062a8c69cc3737747fba09911926c39/pom.xml,209,1150,1,1,1,1,NaN,NaN,1,NaN,4,1
eclipse/che,https://github.com/eclipse/che,https://github.com/eclipse/che/blob/7ce7635ab1fdf9458ef17d1ccc1c74edcf7299f3/plugins/plugin-java/che-plugin-java-ext-lang-server/src/test/resources/projects/multimoduleProject/subModule/pom.xml,9036,12971,4361,4361,63,407,4028,551,333,75,10265,334
grpc/grpc-java,https://github.com/grpc/grpc-java,https://github.com/grpc/grpc-java/blob/959323be974e77dcbf10695d4a3a5e213bfd838c/examples/pom.xml,639,1194,11,11,NaN,1,11,7,NaN,NaN,40,NaN
apereo/cas,https://github.com/apereo/cas,https://github.com/apereo/cas/blob/f83d6d935557453d1f9371adfc9bd75ab144ed46/docker/cas-overlay/pom.xml,5875,4780,1,1,NaN,1,1,3,NaN,NaN,6,NaN
Trinea/android-common,https://github.com/Trinea/android-common,https://github.com/Trinea/android-common/blob/43ebcee553a970922afd0d822959f99dba84b8f4/pom.xml,23,96,2,2,NaN,1,1,2,1,NaN,7,NaN
thinkaurelius/titan,https://github.com/thinkaurelius/titan,https://github.com/thinkaurelius/titan/blob/ee226e52415b8bf43b700afac75fa5b9767993a5/pom.xml,550,1992,384,384,25,26,358,133,26,4,1259,23
alibaba/arthas,https://github.com/alibaba/arthas,https://github.com/alibaba/arthas/blob/5f517cb6dd587bdf77aaf369230e3f4462a53082/agent/pom.xml,120,362,153,153,NaN,8,146,51,8,NaN,495,12
ben-manes/caffeine,https://github.com/ben-manes/caffeine,https://github.com/ben-manes/caffeine/blob/e8ff6d3261e7f5666d2b486352cc04b2874d70ed/examples/write-behind-rxjava/pom.xml,229,466,4,4,NaN,1,4,5,NaN,NaN,17,NaN
GoogleContainerTools/jib,https://github.com/GoogleContainerTools/jib,https://github.com/GoogleContainerTools/jib/blob/c3a5d64e8347d7f4e396539b820159de464366c4/examples/multi-module/hello-service/pom.xml,470,715,16,16,1,16,8,10,8,2,52,5
dyc87112/SpringBoot-Learning,https://github.com/dyc87112/SpringBoot-Learning,https://github.com/dyc87112/SpringBoot-Learning/blob/88d49d7d668bb5510b77ebcf4990aa4a9937c163/Chapter1/pom.xml,669,359,308,308,59,62,247,129,61,4,884,9
AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client/blob/23095ea96a35107dac5cf8b4fdc1cd851726ae11/example/pom.xml,207,391,70,70,NaN,13,57,23,13,2,219,12
commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus/blob/489d24d6212fec11656ed918c88153099ae89204/external/ActionBarSherlock/pom.xml,10737,13985,11,11,3,3,8,NaN,3,NaN,25,NaN
apache/flink,https://github.com/apache/flink,https://github.com/apache/flink/blob/ddba1b69f43cbb885e178dfaafa120f1fe196a13/flink-quickstart/flink-quickstart-java/src/main/resources/archetype-resources/pom.xml,3061,8911,1023,1023,111,123,902,75,121,14,3074,120
JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache/blob/3e016356cfc7e5f9644a7a732fe0223e9742e024/pom.xml,12,15,4,4,NaN,1,3,5,1,NaN,16,NaN
weibocom/motan,https://github.com/weibocom/motan,https://github.com/weibocom/motan/blob/092aabca33108cbe6970776dd506b44681ae8e32/motan-extension/pom.xml,467,746,135,135,NaN,25,110,27,25,5,410,14
forezp/SpringCloudLearning,https://github.com/forezp/SpringCloudLearning,https://github.com/forezp/SpringCloudLearning/blob/3767a62cc018081965830b9fd56d868a9d701c79/chapter5/service-zuul/pom.xml,1456,3706,512,512,59,130,397,198,115,17,1390,40
antlr/antlr4,https://github.com/antlr/antlr4,https://github.com/antlr/antlr4/blob/98dc2c0f0249a67b797b151da3adf4ffbc1fd6a1/antlr4-maven-plugin/pom.xml,257,1876,46,46,3,12,38,8,8,1,148,7
pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid/blob/08c6335cd7324c6e72da536b0c6fffa5a798f6a2/pom.xml,30,88,5,5,NaN,2,3,9,2,NaN,29,7
scribejava/scribejava,https://github.com/scribejava/scribejava,https://github.com/scribejava/scribejava/blob/4f14bdbf5e9148e077eb85ef2398f2c39005e650/pom.xml,146,275,29,29,6,7,22,NaN,7,1,92,6
apache/incubator-skywalking,https://github.com/apache/incubator-skywalking,https://github.com/apache/incubator-skywalking/blob/e93b3f0d16fd1b28e6342e4e179f313922e33757/apm-application-toolkit/apm-toolkit-log4j-1.x/pom.xml,1809,1698,341,341,NaN,108,233,204,108,21,1196,105
hs-web/hsweb-framework,https://github.com/hs-web/hsweb-framework,https://github.com/hs-web/hsweb-framework/blob/8a4cfabda14a362ce205f5fb6e43d48db5a4de57/hsweb-authorization/hsweb-authorization-api/pom.xml,1642,1549,647,647,48,130,518,19,129,31,1816,129
vipshop/vjtools,https://github.com/vipshop/vjtools,https://github.com/vipshop/vjtools/blob/b6de2884cf58e07e5e3d7ac240c1e11f56ffd25b/pom.xml,130,284,32,32,NaN,7,31,44,1,NaN,156,17
TooTallNate/Java-WebSocket,https://github.com/TooTallNate/Java-WebSocket,https://github.com/TooTallNate/Java-WebSocket/blob/fa3909c391195178ccf5a92d4ac342a30ae247c8/pom.xml,39,152,5,5,NaN,1,5,2,NaN,NaN,17,NaN
NLPchina/ansj_seg,https://github.com/NLPchina/ansj_seg,https://github.com/NLPchina/ansj_seg/blob/321b4d82f06863e232ac5f0d02de7a48ea56c0af/plugin/ansj_lucene3_plugin/pom.xml,140,236,34,34,7,9,27,10,7,1,112,NaN
Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server/blob/12b9db93238976520a4f3edd090af7da61c95a8d/graylog-plugin-archetype/pom.xml,921,3549,252,252,3,8,246,31,6,2,643,3
google/closure-compiler,https://github.com/google/closure-compiler,https://github.com/google/closure-compiler/blob/01197b23b19e65bae32494d6635d9d5ab148874c/externs/pom.xml,134,1791,6,6,1,2,4,8,2,1,28,3
mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley/blob/6864be3efadf3a33793228c0ce721a72d7a78731/pom.xml,19,97,5,5,NaN,1,4,6,1,NaN,23,3
JakeWharton/NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids/blob/d582f0ec8e79013e9fa96c07986160b52e662e63/library/pom.xml,25,78,10,10,2,3,7,6,3,1,36,3
square/moshi,https://github.com/square/moshi,https://github.com/square/moshi/blob/11cbd5eae26e6df6ad4f868427d93ed0136d0623/kotlin/codegen/pom.xml,84,126,54,54,3,7,47,13,7,1,154,6
java-native-access/jna,https://github.com/java-native-access/jna,https://github.com/java-native-access/jna/blob/7ac44fee3d6b0e47de6d5d10c32be258b9ed1bef/native/pom.xml,187,1123,4,4,1,2,3,19,1,1,32,1
sqshq/PiggyMetrics,https://github.com/sqshq/PiggyMetrics,https://github.com/sqshq/PiggyMetrics/blob/72a2541b59cb3287194198e6074c00a281f2d01d/config/pom.xml,172,203,98,98,NaN,10,88,10,10,NaN,235,6
knightliao/disconf,https://github.com/knightliao/disconf,https://github.com/knightliao/disconf/blob/2ac5c8275ad8cdc101522ad01a8ba87e53b73b68/disconf-client/pom.xml,358,731,157,157,NaN,4,154,17,3,1,419,2
robolectric/robolectric,https://github.com/robolectric/robolectric,https://github.com/robolectric/robolectric/blob/2fbd20743bf82055c14abdd1ebeb5caad5cb9d31/scripts/pom_template.xml,435,1597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lets-blade/blade,https://github.com/lets-blade/blade,https://github.com/lets-blade/blade/blob/e6096d52b657e9e06e01bee24b17bc09484fd591/pom.xml,73,282,71,71,NaN,1,71,17,NaN,NaN,232,2
elasticjob/elastic-job-lite,https://github.com/elasticjob/elastic-job-lite,https://github.com/elasticjob/elastic-job-lite/blob/b022898ef1b8c984e17efb2a422ee45f6b13e46e/elastic-job-lite-lifecycle/pom.xml,269,502,132,132,NaN,5,128,17,4,NaN,359,2
spring-projects/spring-mvc-showcase,https://github.com/spring-projects/spring-mvc-showcase,https://github.com/spring-projects/spring-mvc-showcase/blob/b9e18ad9e508409324b8afa9d359cfe05cd8442e/pom.xml,64,99,26,26,NaN,1,26,3,NaN,NaN,81,NaN
NanoHttpd/nanohttpd,https://github.com/NanoHttpd/nanohttpd,https://github.com/NanoHttpd/nanohttpd/blob/fd80618e93d17f8f05e11006eaa048a22213714d/core/pom.xml,147,158,58,58,NaN,14,45,10,13,1,176,5
NLPchina/elasticsearch-sql,https://github.com/NLPchina/elasticsearch-sql,https://github.com/NLPchina/elasticsearch-sql/blob/4bdd75478c65fbfa7c83d01e97fad9597c86e851/pom.xml,167,609,26,26,NaN,1,26,3,NaN,NaN,81,NaN
Activiti/Activiti,https://github.com/Activiti/Activiti,https://github.com/Activiti/Activiti/blob/cd3115fcdd2ea47864bd8f516b7afbf6bacbcad1/activiti-image-generator/pom.xml,599,3743,229,229,NaN,15,215,3,14,1,504,3
joelittlejohn/jsonschema2pojo,https://github.com/joelittlejohn/jsonschema2pojo,https://github.com/joelittlejohn/jsonschema2pojo/blob/03339bf7868f5fc67fc121403f92c427db8eafb1/jsonschema2pojo-ant/pom.xml,223,618,106,106,NaN,10,98,15,8,1,286,7
google/error-prone,https://github.com/google/error-prone,https://github.com/google/error-prone/blob/fc16cc53b8a05cc410f1cea1fcdd98a3fcb9e614/examples/plugin/maven/hello/pom.xml,249,2039,147,147,NaN,14,135,10,12,1,448,9
Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links/blob/3eb7f14a2ecae29d4762f3fd999bf05a98aded05/helloworlds/1.1-common-frameworks-and-lib/apache-commons-lib/pom.xml,199,255,113,113,NaN,53,111,20,2,2,409,52
checkstyle/checkstyle,https://github.com/checkstyle/checkstyle,https://github.com/checkstyle/checkstyle/blob/51ca8e3d82f854ee85ddd1ac127473b7203f99ca/pom.xml,561,2508,27,27,NaN,1,26,21,1,NaN,101,NaN
roboguice/roboguice,https://github.com/roboguice/roboguice,https://github.com/roboguice/roboguice/blob/d96250c41149e13a159d26a532365c3f7034c07e/additional-tests/pom.xml,346,1170,119,119,NaN,22,97,29,22,2,345,14
jwtk/jjwt,https://github.com/jwtk/jjwt,https://github.com/jwtk/jjwt/blob/57ff5139f5149b4ad443356570f97a68f01dbfd9/api/pom.xml,61,198,31,31,5,6,25,24,6,1,113,5
apache/zeppelin,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin/blob/adf83a3f5d009efd0e0416a7bf1d8b6fd86ea58a/spark/scala-2.10/pom.xml,1090,1759,580,580,65,66,514,275,66,5,1933,27
JodaOrg/joda-time,https://github.com/JodaOrg/joda-time,https://github.com/JodaOrg/joda-time/blob/d1ea2a53929d7d56d4f4560852e5586517a0dd47/pom.xml,41,478,3,3,NaN,1,3,40,NaN,NaN,49,NaN
Angel-ML/angel,https://github.com/Angel-ML/angel,https://github.com/Angel-ML/angel/blob/529fbcb4bf3e4ed06fd1b82861e1bbb8edb659b5/angel-ps/examples/pom.xml,430,1639,94,94,8,13,82,65,12,3,351,8
Alluxio/alluxio,https://github.com/Alluxio/alluxio,https://github.com/Alluxio/alluxio/blob/940f9f9a8022f7b4249af0d9b0f1ad8d08294202/assembly/client/pom.xml,818,2697,463,463,NaN,44,419,90,44,9,1300,45
alibaba/otter,https://github.com/alibaba/otter,https://github.com/alibaba/otter/blob/b84d9d986db72f6b7bb57e9f763dc95e79c04aea/manager/web/pom.xml,549,1217,203,203,13,17,186,10,17,4,527,16
orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,https://github.com/orientechnologies/orientdb/blob/47a44a54f858982273b74636cb02bbbf3f67c0b3/javassist/pom.xml,802,4087,184,184,13,17,167,72,17,1,623,3
liyifeng1994/ssm,https://github.com/liyifeng1994/ssm,https://github.com/liyifeng1994/ssm/blob/f3f90d79e50410c2f661ff309dd022322bdbc7cf/pom.xml,33,68,22,22,NaN,1,22,NaN,NaN,NaN,66,NaN
lihengming/spring-boot-api-project-seed,https://github.com/lihengming/spring-boot-api-project-seed,https://github.com/lihengming/spring-boot-api-project-seed/blob/0980dd90d0fc4205fcdadc939d47aa46bfa93fcd/pom.xml,18,25,22,22,NaN,1,22,NaN,NaN,NaN,66,NaN
alibaba/jstorm,https://github.com/alibaba/jstorm,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-hbase-metrics-plugin/pom.xml,554,2081,182,182,15,21,165,33,17,2,583,6
OpenFeign/feign,https://github.com/OpenFeign/feign,https://github.com/OpenFeign/feign/blob/8aa32c2c1460ff5f355fddb7123401e8ade831f6/benchmark/pom.xml,213,237,141,141,NaN,21,121,63,20,1,436,20
openhab/openhab1-addons,https://github.com/openhab/openhab1-addons,https://github.com/openhab/openhab1-addons/blob/3c2fd29ef3d6b8aba22272cec8bfaa8f674a3e52/pom.xml,3624,6727,518,518,2,259,260,33,258,7,1596,269
sohutv/cachecloud,https://github.com/sohutv/cachecloud,https://github.com/sohutv/cachecloud/blob/7e9b5482385597f66e694c227713dbc80f1ff5a3/cachecloud-open-client/cachecloud-jedis/pom.xml,302,1272,82,82,NaN,8,75,41,7,2,256,7
flyway/flyway,https://github.com/flyway/flyway,https://github.com/flyway/flyway/blob/54bba235e05adbaecda590b49fd2c8a045a092f6/flyway-core/pom.xml,114,402,75,75,NaN,5,71,20,4,1,219,4
luontola/retrolambda,https://github.com/luontola/retrolambda,https://github.com/luontola/retrolambda/blob/1f26f13c98cd57ecc56a5f8afa4c56e7b98bfa18/end-to-end-tests/pom.xml,79,163,69,69,5,6,64,27,5,1,228,4
hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm/blob/e5dc635a52362f69b69acb8d5b166b69b165dbbd/documentation/src/main/asciidoc/quickstart/tutorials/annotations/pom.xml,2382,11071,28,28,5,9,23,6,5,1,98,8
rest-assured/rest-assured,https://github.com/rest-assured/rest-assured,https://github.com/rest-assured/rest-assured/blob/192d0b190f0e3a1834e6b5c4f252f0b624b962e7/pom.xml,329,631,195,195,NaN,27,168,41,27,4,579,26
johncarl81/parceler,https://github.com/johncarl81/parceler,https://github.com/johncarl81/parceler/blob/6331d281b6ba5f3ed28af865910a8351b28022db/examples/app/pom.xml,85,220,36,36,6,8,28,NaN,8,2,115,9
