http://org.softlang.com/EcorePackageGenmodel,stargazers_count,pushed_at,http://org.softlang.com/EcorePackageXMI,http://org.softlang.com/qegal/EE,http://org.softlang.com/Folder,language,repository,http://org.softlang.com/Ant,genmodel,http://org.softlang.com/qegal/EJ1,http://org.softlang.com/qegal/EJ3,http://org.softlang.com/Pom,http://org.softlang.com/qegal/EJ2,http://org.softlang.com/Gradle,http://org.softlang.com/EcorePackageJava,state,http://org.softlang.com/File,http://org.softlang.com/EcoreClassifierJava,http://org.softlang.com/EcoreClassifierXMI,duplicates,http://org.softlang.com/qegal/E,http://org.softlang.com/qegal/G,http://org.softlang.com/Ecore,sha,http://org.softlang.com/qegal/EJJ,http://org.softlang.com/correspondsTo,eobject,http://org.softlang.com/qegal/J,size,http://org.softlang.com/partOf,ecore,default_branch,http://org.softlang.com/qegal/EJc2,components,sha_data,http://org.softlang.com/manifestsAs,created_at,http://org.softlang.com/Genmodel,http://org.softlang.com/uri,http://org.softlang.com/refersTo,updated_at,http://org.softlang.com/EcoreFactoryJava,http://org.softlang.com/name,http://org.softlang.com/OSGiProject,uniform_build,http://org.softlang.com/XML,http://org.softlang.com/nsUri,http://org.softlang.com/Manifest,http://org.softlang.com/refOccurs,http://org.softlang.com/Java,http://org.softlang.com/elementOf,http://org.softlang.com/Xtext,time,watchers_count,http://org.softlang.com/nsPrefix,forks_count,exception_in_process,http://org.softlang.com/Emfatic,http://org.softlang.com/QVTo,http://org.softlang.com/Acceleo,http://org.softlang.com/Sirius,http://org.softlang.com/GMF,http://org.softlang.com/Xpand,http://org.softlang.com/JET,http://org.softlang.com/ATL,http://org.softlang.com/IncQuery,http://org.softlang.com/OCL,http://org.softlang.com/EOL,http://org.softlang.com/Xcore,http://org.softlang.com/Eugenia,http://org.softlang.com/EVL,http://org.softlang.com/EGL
,27.0,2009-06-07T16:18:33Z,2.0,2.0,52.0,Java,QuBiT/cucumber-eclipse-plugin,0.0,0.0,2.0,,0.0,,0.0,,done,136.0,,64.0,0.0,2.0,,2.0,6e79611e40b912b65b69f5692b68d6cabf3dc6e6,,,0.0,,437.0,253.0,2.0,master,,1.0,2009-06-07T16:18:15Z,188.0,2009-05-05T12:43:29Z,,64.0,,2015-11-05T21:45:24Z,,64.0,3.0,True,18.0,66.0,1.0,21.0,16.0,108.0,,638.0,27.0,2.0,9.0,,,,,,,,,,,,,,,,
1.0,11.0,2013-10-03T19:45:39Z,1.0,,259.0,Java,vista-novo/fhir,0.0,1.0,,1.0,0.0,,0.0,1.0,done,2510.0,32.0,29.0,0.0,1.0,1.0,1.0,29c2579738255ad176337045f86e9668d5e679ff,,30.0,37.0,1.0,646760.0,2799.0,1.0,master,,1.0,2013-10-03T19:45:33Z,2769.0,2013-09-20T19:57:59Z,1.0,61.0,1.0,2017-06-03T20:28:14Z,1.0,29.0,1.0,True,599.0,32.0,1.0,3.0,390.0,1058.0,,6110.0,11.0,1.0,9.0,,,,,,,,,,,,,,,,
1.0,11.0,2018-02-16T10:04:56Z,3.0,,32.0,Java,wiresketch/WireframeSketcher,0.0,1.0,,3.0,0.0,,0.0,3.0,done,275.0,123.0,132.0,0.0,3.0,1.0,1.0,55e0d3cbc131c4db90049e9eb79d5f4e999fe3fc,,126.0,53.0,3.0,557.0,442.0,1.0,master,2.0,1.0,2018-02-16T10:04:40Z,307.0,2011-07-11T03:08:37Z,1.0,255.0,1.0,2017-03-26T00:00:23Z,3.0,132.0,2.0,True,8.0,141.0,1.0,7.0,254.0,533.0,,688.0,11.0,3.0,2.0,,,,,,,,,,,,,,,,
2.0,10.0,2012-05-31T09:14:58Z,1.0,,44.0,Java,ahmadzai/SEPA_GroupB,0.0,2.0,,1.0,0.0,,0.0,1.0,done,316.0,2.0,2.0,0.0,1.0,2.0,1.0,a478548ea6ef6d65c82e0477daeba75a389e04a6,,3.0,4.0,1.0,9276.0,364.0,1.0,master,,1.0,2012-05-31T09:14:50Z,360.0,2012-04-26T10:28:39Z,2.0,4.0,2.0,2014-06-19T21:04:20Z,1.0,2.0,1.0,True,10.0,5.0,1.0,2.0,25.0,49.0,,719.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,10.0,2012-05-24T10:17:20Z,1.0,,13.0,Java,chherbst/StudentManager,0.0,1.0,,1.0,0.0,,0.0,1.0,done,31.0,2.0,2.0,0.0,1.0,1.0,1.0,f9765fbe046aedbb7991a8eb99a40535a65bb037,,3.0,4.0,1.0,184.0,47.0,1.0,master,,1.0,2012-05-06T22:55:52Z,44.0,2012-05-02T18:00:03Z,1.0,4.0,1.0,2013-12-18T12:34:06Z,1.0,2.0,1.0,True,8.0,5.0,1.0,3.0,13.0,33.0,,609.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,
5.0,9.0,2016-03-16T15:50:12Z,3.0,,136.0,Java,markus1978/emf-fragments,0.0,5.0,1.0,2.0,0.0,2.0,0.0,4.0,done,465.0,13.0,14.0,0.0,3.0,5.0,3.0,cc65adc7f69330b50d393cc833b8e3f28eb624db,,9.0,15.0,4.0,111893.0,622.0,3.0,master,1.0,1.0,2014-05-16T12:31:04Z,601.0,2013-02-07T11:30:47Z,5.0,27.0,5.0,2017-08-17T14:12:18Z,3.0,14.0,10.0,True,43.0,24.0,1.0,29.0,202.0,315.0,,3134.0,9.0,3.0,2.0,,,,,,,,,,,,,,,,
2.0,6.0,2012-12-01T16:06:36Z,2.0,,29.0,Java,rasztasd/ofbiz-eclipse-project-explorer,0.0,2.0,2.0,,0.0,,0.0,,done,177.0,,47.0,0.0,2.0,2.0,2.0,1af36724d0249301718dcde568e327780920a477,,,0.0,,32036.0,256.0,1.0,master,,1.0,2011-12-13T14:54:04Z,206.0,2011-05-30T13:19:53Z,2.0,47.0,2.0,2017-04-07T06:38:36Z,,47.0,1.0,True,11.0,48.0,1.0,14.0,76.0,144.0,,765.0,6.0,1.0,4.0,,,,,,,,,,,,,,,,
2.0,6.0,2016-03-16T15:50:23Z,2.0,,20.0,Xtend,markus1978/emf-compress,0.0,2.0,2.0,,0.0,,0.0,,done,45.0,,15.0,0.0,2.0,2.0,2.0,f0cf9c7be197b6ec842612033307220d7d55017c,,,0.0,,211.0,83.0,2.0,master,,1.0,2016-03-16T15:50:19Z,65.0,2016-03-07T12:40:15Z,2.0,15.0,2.0,2017-07-12T15:51:30Z,,15.0,2.0,True,13.0,17.0,1.0,16.0,2.0,42.0,,641.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,
2.0,6.0,2016-02-02T13:25:52Z,2.0,,355.0,HTML,openETCS/validation,0.0,2.0,2.0,,0.0,,0.0,,done,3560.0,,171.0,0.0,2.0,2.0,2.0,b6e2b417366027391a20806e4404d8f78edb05a8,,,0.0,,144552.0,4089.0,2.0,master,,1.0,2016-02-02T13:25:52Z,3915.0,2012-09-27T14:08:54Z,2.0,171.0,1.0,2017-08-03T12:42:46Z,,171.0,1.0,True,214.0,173.0,1.0,2.0,,395.0,,5969.0,6.0,2.0,19.0,,,,,,,,,,,,,,,,
1.0,5.0,2015-11-27T10:44:18Z,1.0,,179.0,C,openETCS/dataDictionary,0.0,1.0,,1.0,0.0,,0.0,1.0,done,2372.0,9.0,9.0,0.0,1.0,1.0,1.0,4427da9844c8532cc62c358f5b3b3c1a6cd1b03f,,10.0,6.0,1.0,10839.0,2561.0,1.0,master,,1.0,2015-11-27T10:44:17Z,2551.0,2013-11-13T09:11:26Z,1.0,18.0,1.0,2016-12-03T04:36:28Z,1.0,9.0,2.0,True,17.0,12.0,1.0,5.0,29.0,74.0,,2094.0,5.0,1.0,4.0,,,,,,,,,,,,,,,,
1.0,5.0,2011-08-16T02:35:59Z,1.0,,34.0,Java,eclipse-soc/amalgamation-examples-emf,0.0,1.0,,1.0,0.0,,0.0,1.0,done,655.0,54.0,54.0,0.0,1.0,1.0,1.0,0bb04a1c2cbe6d9e4d9eaa599cc2d741e38c697b,,55.0,20.0,1.0,462.0,744.0,1.0,master,,1.0,2011-08-16T02:24:11Z,689.0,2011-08-14T20:11:47Z,1.0,108.0,1.0,2014-03-29T22:23:39Z,1.0,54.0,3.0,True,14.0,57.0,1.0,12.0,384.0,518.0,,781.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,
2.0,4.0,2012-07-05T21:34:31Z,2.0,,212.0,Java,stylpe/Thesis,0.0,2.0,,2.0,0.0,,0.0,2.0,done,1785.0,21.0,24.0,0.0,2.0,2.0,2.0,953b1c50a65d8d573480ff77396fe6d1d6bcbc07,,21.0,4.0,2.0,175764.0,2024.0,2.0,master,1.0,1.0,2012-05-20T21:39:16Z,1997.0,2011-10-09T14:48:01Z,2.0,45.0,2.0,2017-08-21T19:06:51Z,2.0,24.0,6.0,True,34.0,30.0,1.0,39.0,86.0,189.0,,2110.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,
13.0,4.0,2016-02-25T15:41:31Z,28.0,,98.0,Java,jdelara/DSL-tao,0.0,5.0,21.0,7.0,0.0,,0.0,7.0,done,556.0,72.0,184.0,0.0,28.0,13.0,26.0,f3e4b230c3d2a1299541f727d7d568493c357daf,,79.0,62.0,7.0,61691.0,878.0,26.0,master,,1.0,2016-02-25T15:41:23Z,654.0,2014-10-26T10:05:37Z,5.0,256.0,5.0,2017-08-03T19:55:29Z,7.0,184.0,6.0,True,59.0,226.0,1.0,54.0,397.0,810.0,,1188.0,4.0,28.0,2.0,,,,,,,,,,,,,,,,
3.0,4.0,2011-09-12T10:31:17Z,3.0,,99.0,Java,schmeedy/Joomla-Eclipse,0.0,3.0,,3.0,0.0,,0.0,3.0,done,244.0,36.0,39.0,0.0,3.0,3.0,3.0,a859995f492638e9a90f0afbeacc7a354aeb9bef,,38.0,34.0,3.0,672.0,387.0,3.0,master,2.0,1.0,2011-09-12T10:33:07Z,343.0,2011-03-01T21:32:30Z,3.0,75.0,3.0,2018-01-06T18:23:18Z,3.0,39.0,6.0,True,28.0,48.0,1.0,57.0,169.0,302.0,,687.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,
2.0,3.0,2011-11-30T15:20:02Z,2.0,,48.0,Java,coconutpalm/emf-prevayler,0.0,2.0,,2.0,0.0,,0.0,2.0,done,164.0,4.0,5.0,0.0,2.0,2.0,2.0,d9eb3a7e19165165d2c325ec43f0bdce6d71e4c1,,6.0,6.0,2.0,236.0,220.0,2.0,master,1.0,1.0,2011-11-27T02:12:49Z,212.0,2011-10-30T00:29:47Z,2.0,9.0,2.0,2016-09-02T13:20:38Z,2.0,5.0,3.0,True,14.0,11.0,1.0,12.0,135.0,176.0,,609.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,
2.0,3.0,2017-02-02T13:41:02Z,2.0,,55.0,Java,bioclipse/bioclipse.hivdrc,0.0,2.0,,2.0,0.0,,0.0,2.0,done,151.0,16.0,16.0,0.0,2.0,2.0,2.0,5ef46427e23d95d56ea604402d0702ba1ba141e4,,18.0,32.0,2.0,2281.0,225.0,2.0,master,,1.0,2017-01-26T12:56:01Z,206.0,2010-08-11T08:13:27Z,2.0,32.0,2.0,2017-02-02T13:41:01Z,2.0,16.0,4.0,True,31.0,22.0,1.0,41.0,75.0,158.0,,750.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,
,3.0,2012-09-23T14:11:20Z,13.0,,37.0,C,balazsgrill/hobbyelectronics,0.0,0.0,13.0,,0.0,,0.0,,done,187.0,,39.0,0.0,13.0,,2.0,e6ae54e6a6bd09e865f2edbf0b58047eb212c023,,,0.0,,1928.0,275.0,2.0,master,,1.0,2012-09-23T14:06:42Z,224.0,2012-01-23T14:56:06Z,,39.0,,2016-05-23T04:38:49Z,,39.0,1.0,True,27.0,52.0,1.0,3.0,,83.0,,859.0,3.0,13.0,8.0,,,,,,,,,,,,,,,,
1.0,3.0,2014-03-09T13:37:35Z,1.0,,76.0,Java,DesignAndDeploy/dnd,0.0,1.0,,1.0,0.0,,0.0,1.0,done,429.0,,7.0,0.0,1.0,1.0,1.0,05a0c6b7692a750021308d57fc5a4e9568c00275,,1.0,8.0,1.0,56082.0,513.0,1.0,master,1.0,1.0,2014-03-09T13:35:28Z,505.0,2013-05-15T16:12:44Z,1.0,7.0,,2014-03-09T13:37:35Z,1.0,7.0,1.0,True,6.0,10.0,1.0,9.0,342.0,363.0,,1172.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,
4.0,3.0,2017-07-07T08:28:08Z,261.0,251.0,294.0,Java,SvenPeldszus/rgse.ttc17.emoflon.tgg,0.0,3.0,13.0,248.0,0.0,,0.0,71.0,done,4338.0,1312.0,4989.0,0.0,261.0,4.0,16.0,8d20d045427451b84eccd8a24e2914f6b6124e2b,,4916.0,164.0,71.0,67529.0,9885.0,10.0,master,20.0,1.0,2017-07-07T08:27:24Z,4632.0,2017-05-17T08:57:22Z,4.0,6301.0,4.0,2018-02-02T15:35:34Z,71.0,4989.0,7.0,True,1267.0,5392.0,1.0,46.0,3004.0,11013.0,,8474.0,3.0,261.0,0.0,,,,,,,,,,,,,,,,
1.0,3.0,2012-05-31T17:52:50Z,1.0,,18.0,Java,siarmehri/AddressBookFinal-,0.0,1.0,,1.0,0.0,,0.0,1.0,done,129.0,3.0,3.0,0.0,1.0,1.0,1.0,eb811a9427f9859278f04b6c662d21bcf96a7247,,4.0,6.0,1.0,2228.0,151.0,1.0,master,,1.0,2012-05-31T17:52:32Z,147.0,2012-05-29T13:04:22Z,1.0,6.0,1.0,2014-04-14T04:15:52Z,1.0,3.0,1.0,True,13.0,6.0,1.0,2.0,25.0,52.0,,906.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,
4.0,3.0,2016-01-27T08:07:33Z,6.0,5.0,40.0,Java,amlModeling/amlMetaModel,0.0,3.0,2.0,7.0,0.0,,0.0,3.0,done,269.0,40.0,176.0,0.0,6.0,4.0,6.0,48175b1e18f7f127c6a701327e825257f69b1c06,3.0,120.0,18.0,3.0,451.0,494.0,6.0,master,6.0,1.0,2016-01-27T08:07:04Z,309.0,2015-03-17T14:43:26Z,3.0,216.0,3.0,2018-02-07T12:41:39Z,3.0,176.0,2.0,True,33.0,188.0,1.0,6.0,213.0,491.0,,703.0,3.0,6.0,6.0,,,,,,,,,,,,,,,,
1.0,2.0,2016-02-11T15:38:48Z,1.0,,53.0,Java,NZR/SPLR-FEVER-Tool,0.0,1.0,,1.0,0.0,,0.0,1.0,done,219.0,20.0,18.0,0.0,1.0,1.0,1.0,718f978d077621e0d917088fd770bff17d8011f7,,19.0,15.0,1.0,23043.0,291.0,1.0,master,,1.0,2016-02-11T15:38:20Z,272.0,2016-02-11T15:34:54Z,1.0,38.0,1.0,2017-11-30T17:31:25Z,1.0,18.0,1.0,True,15.0,21.0,1.0,2.0,104.0,165.0,,1109.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
,2.0,2014-05-07T13:18:34Z,1.0,,12.0,Java,PraktischeInformatik/bpmnConverter,0.0,0.0,1.0,,0.0,,0.0,,done,64.0,,147.0,0.0,1.0,,1.0,95f983d2347469567f07f7f64f4754401d843676,,,0.0,,280.0,223.0,1.0,master,,1.0,2014-05-07T13:17:11Z,76.0,2014-03-04T11:16:15Z,,147.0,,2016-08-08T11:53:47Z,,147.0,1.0,True,5.0,148.0,1.0,4.0,4.0,160.0,,609.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2012-01-30T18:42:20Z,1.0,,60.0,Java,eneufeld/EMF-ModelGenerator,0.0,1.0,1.0,,0.0,1.0,0.0,1.0,done,96.0,7.0,7.0,0.0,1.0,1.0,1.0,f575311eba2cd7818b5dd13b56742792a04397de,,,7.0,1.0,388.0,164.0,1.0,master,,1.0,2012-01-30T18:42:10Z,156.0,2011-12-05T15:07:10Z,1.0,14.0,1.0,2013-10-24T02:34:21Z,1.0,7.0,4.0,True,12.0,10.0,1.0,12.0,60.0,100.0,,693.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
2.0,2.0,2017-02-02T13:42:01Z,2.0,,152.0,Java,bioclipse/bioclipse.qsar,0.0,2.0,,2.0,0.0,,0.0,2.0,done,615.0,38.0,43.0,0.0,2.0,2.0,2.0,7bf39714fd52659216503e96b9bf769e67804ffb,,40.0,71.0,2.0,13422.0,813.0,2.0,master,2.0,1.0,2017-01-26T16:33:00Z,767.0,2010-08-10T09:46:33Z,2.0,81.0,2.0,2014-11-24T15:54:27Z,2.0,43.0,12.0,True,60.0,49.0,1.0,132.0,256.0,433.0,,906.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
1.0,2.0,2015-01-06T16:32:34Z,7.0,,48.0,Java,verath/hotel-california,0.0,1.0,3.0,4.0,0.0,,0.0,4.0,done,243.0,58.0,82.0,0.0,7.0,1.0,2.0,b70c95796fedfdf8756e1f14bbc1628f9d29988e,,62.0,24.0,4.0,16480.0,380.0,2.0,develop,1.0,1.0,2015-01-06T16:25:24Z,291.0,2014-11-27T14:59:14Z,1.0,140.0,1.0,2015-01-29T09:52:22Z,4.0,82.0,1.0,True,20.0,97.0,1.0,2.0,196.0,377.0,,829.0,2.0,7.0,0.0,,,,,,,,,,,,,,,,
6.0,2.0,2014-03-13T20:07:59Z,6.0,,677.0,Java,multi-perspectives/cluster,0.0,6.0,,7.0,0.0,,0.0,7.0,done,1843.0,37.0,28.0,0.0,6.0,6.0,6.0,8c3f2ccfc784fb0e0cce7411f75e18e25735e9f8,1.0,44.0,33.0,7.0,22971.0,2559.0,6.0,master,,1.0,2014-03-13T20:07:59Z,2520.0,2011-12-01T11:41:12Z,6.0,65.0,6.0,2014-03-13T20:08:09Z,7.0,28.0,28.0,True,289.0,48.0,1.0,258.0,1241.0,1689.0,,1951.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,
1.0,2.0,2012-12-15T16:02:50Z,1.0,,43.0,Java,skratchdot/riff-wav-for-java,0.0,1.0,,1.0,0.0,,0.0,1.0,done,213.0,30.0,41.0,0.0,1.0,1.0,1.0,c94f2e8f7877a2935343d67ff683cee4a4015fc3,,31.0,16.0,1.0,436.0,298.0,1.0,master,1.0,1.0,2012-12-15T16:02:50Z,256.0,2010-12-19T20:12:41Z,1.0,71.0,1.0,2013-12-13T04:53:40Z,1.0,41.0,4.0,True,14.0,44.0,1.0,14.0,125.0,224.0,,672.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,2.0,2014-05-27T08:34:29Z,1.0,,116.0,Java,FAMILIAR-project/Tools4PCM,0.0,1.0,,1.0,0.0,,0.0,1.0,done,4414.0,30.0,30.0,0.0,1.0,1.0,1.0,010759e5063a1d5ad4809cb67cce477f1c306b7c,,31.0,7.0,1.0,141277.0,4561.0,1.0,master,,1.0,2014-05-16T12:43:00Z,4530.0,2014-05-27T08:32:46Z,1.0,60.0,1.0,2016-06-13T23:41:48Z,1.0,30.0,4.0,True,564.0,33.0,1.0,9.0,102.0,740.0,,7455.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2014-03-25T10:58:58Z,1.0,,56.0,Java,mbarbero/econ-na-2014-emf-edit,0.0,1.0,,1.0,0.0,,0.0,1.0,done,107.0,15.0,15.0,0.0,1.0,1.0,1.0,c0efffeb3926b4c3ccda6e2b83ab124b53121438,,16.0,6.0,1.0,11448.0,179.0,1.0,master,,1.0,2014-03-25T10:58:57Z,163.0,2014-03-25T08:33:09Z,1.0,30.0,1.0,2016-01-31T15:59:04Z,1.0,15.0,4.0,True,12.0,18.0,1.0,16.0,55.0,111.0,,672.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,
2.0,2.0,2011-06-06T21:34:02Z,5.0,,62.0,Java,abelhegedus/Magic-Collection-Builder,0.0,1.0,1.0,4.0,0.0,,0.0,4.0,done,200.0,24.0,24.0,0.0,5.0,2.0,2.0,f650504fe20c3a150c06ddc61e61065b4dffc3e5,,28.0,4.0,4.0,1580.0,292.0,2.0,master,,1.0,2011-06-06T21:33:24Z,262.0,2011-04-07T20:17:56Z,1.0,48.0,1.0,2014-12-30T13:09:41Z,4.0,24.0,3.0,True,14.0,37.0,1.0,21.0,87.0,173.0,,719.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,
,2.0,2017-03-14T10:42:18Z,1.0,,39.0,Java,IDragonfire/fmde,0.0,0.0,1.0,,0.0,,0.0,,done,187.0,,3.0,0.0,1.0,,1.0,b44be8ecbabe1f3e866f14df9afd91093e3e1c4d,,,0.0,,156.0,229.0,1.0,preparingCompleteSolution,,1.0,2017-01-23T15:16:18Z,226.0,2016-10-16T14:02:24Z,,3.0,,2017-01-09T21:32:44Z,,3.0,1.0,True,13.0,4.0,1.0,3.0,93.0,113.0,,641.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
